Approved symbol	Approved name	Status	Alias symbols	Gene group name
PLEKHS1	pleckstrin homology domain containing S1	Approved	"FLJ23537, bA211N11.2"	Pleckstrin homology domain containing
PLET1	placenta expressed transcript 1	Approved		
PLG	plasminogen	Approved		
PLGLA	plasminogen like A (pseudogene)	Approved		
PLGLB1	plasminogen like B1	Approved	PRP-B	
PLGLB2	plasminogen like B2	Approved		
PLGRKT	plasminogen receptor with a C-terminal lysine	Approved	"MDS030, FLJ14688, AD025, Plg-RKT"	
PLI	"symbol withdrawn, see [HGNC:9075](/data/gene-symbol-report/#!/hgnc_id/HGNC:9075)"	Symbol Withdrawn		
PLIN1	perilipin 1	Approved		Perilipins
PLIN2	perilipin 2	Approved	ADRP	Perilipins
PLIN3	perilipin 3	Approved	"TIP47, PP17"	Perilipins
PLIN4	perilipin 4	Approved	S3-12	Perilipins
PLIN5	perilipin 5	Approved	"LSDP5, LSDA5, OXPAT, MLDP"	Perilipins
PLK1	polo like kinase 1	Approved		
PLK2	polo like kinase 2	Approved	SNK	
PLK3	polo like kinase 3	Approved	"FNK, PRK"	
PLK4	polo like kinase 4	Approved	Sak	
PLK5	polo like kinase 5 (inactive)	Approved	SgK384ps	
PLLP	plasmolipin	Approved	PMLP	MARVEL domain containing|Tetraspan junctional complex superfamily
PLLPP1	PLLP pseudogene 1	Approved		
PLM	"symbol withdrawn, see [HGNC:4025](/data/gene-symbol-report/#!/hgnc_id/HGNC:4025)"	Symbol Withdrawn		
PLML	"symbol withdrawn, see [HGNC:4027](/data/gene-symbol-report/#!/hgnc_id/HGNC:4027)"	Symbol Withdrawn		
PLN	phospholamban	Approved	CMD1P	
PLOD1	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"	Approved	LH1	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase family"
PLOD2	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	Approved	LH2	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase family"
PLOD3	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"	Approved	LH3	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase family"
PLOSL	"symbol withdrawn, see [HGNC:12449](/data/gene-symbol-report/#!/hgnc_id/HGNC:12449)"	Symbol Withdrawn	PLO-SL	
PLP	"symbol withdrawn, see [HGNC:9086](/data/gene-symbol-report/#!/hgnc_id/HGNC:9086)"	Symbol Withdrawn		
PLP1	proteolipid protein 1	Approved	GPM6C	
PLP2	proteolipid protein 2	Approved	"A4, A4-LSB, MGC126187"	MARVEL domain containing
PLPB1	"symbol withdrawn, see [HGNC:7622](/data/gene-symbol-report/#!/hgnc_id/HGNC:7622)"	Symbol Withdrawn		
PLPBP	pyridoxal phosphate binding protein	Approved		
PLPP1	phospholipid phosphatase 1	Approved	"PAP-2a, LPP1"	MicroRNA protein coding host genes|Phospholipid phosphatases
PLPP2	phospholipid phosphatase 2	Approved	"PAP-2c, LPP2"	Phospholipid phosphatases
PLPP3	phospholipid phosphatase 3	Approved	"PAP-2b, LPP3"	Phospholipid phosphatases
PLPP4	phospholipid phosphatase 4	Approved	DPPL2	Phospholipid phosphatases
PLPP5	phospholipid phosphatase 5	Approved	"HTPAP, DPPL1"	Phospholipid phosphatases
PLPP6	phospholipid phosphatase 6	Approved	"FLJ90191, FLJ46512, PDP1"	Phospholipid phosphatases
PLPP7	phospholipid phosphatase 7 (inactive)	Approved	"MGC12921, FLJ14662, NET39"	Phospholipid phosphatases
PLPPR1	phospholipid phosphatase related 1	Approved	"PRG-3, MGC26189, FLJ20300, LPPR1"	Phospholipid phosphatase related
PLPPR2	phospholipid phosphatase related 2	Approved	"LPPR2, PRG-4"	Phospholipid phosphatase related
PLPPR3	phospholipid phosphatase related 3	Approved	"PRG-2, FLJ11535, LPPR3, PRG2"	Phospholipid phosphatase related
PLPPR4	phospholipid phosphatase related 4	Approved	"PRG-1, LPPR4, KIAA0455, PHP1"	Phospholipid phosphatase related
PLPPR5	phospholipid phosphatase related 5	Approved	"PAP2D, PAP2, LPPR5, PRG5"	Phospholipid phosphatase related
PLRG1	pleiotropic regulator 1	Approved	"PRL1, Prp46, PRPF46, Cwc1, TANGO4"	NTC associated proteins|WD repeat domain containing|NineTeen complex|Spliceosomal C complex
PLS1	plastin 1	Approved	"I-plastin, Plastin-1"	EF-hand domain containing
PLS1-AS1	PLS1 antisense RNA 1	Approved		Antisense RNAs
PLS3	plastin 3	Approved	T-plastin	EF-hand domain containing
PLS3-AS1	PLS3 antisense RNA 1	Approved		Antisense RNAs
PLSCR1	phospholipid scramblase 1	Approved	MMTRA1B	Phospholipid scramblases
PLSCR2	phospholipid scramblase 2	Approved		Phospholipid scramblases
PLSCR3	phospholipid scramblase 3	Approved		Phospholipid scramblases
PLSCR4	phospholipid scramblase 4	Approved		Phospholipid scramblases
PLSCR5	phospholipid scramblase family member 5	Approved		Phospholipid scramblases
PLSCR5-AS1	PLSCR5 antisense RNA 1	Approved		Antisense RNAs
PLTP	phospholipid transfer protein	Approved	BPIFE	BPI fold containing
PLUT	"PDX1 associated lncRNA, upregulator of transcription"	Approved	"PLUTO, HI-LNC71"	Long non-coding RNAs with non-systematic symbols
PLVAP	plasmalemma vesicle associated protein	Approved	"gp68, PV-1, PV1, FELS"	
PLXDC1	plexin domain containing 1	Approved	"TEM3, TEM7"	
PLXDC2	plexin domain containing 2	Approved	"TEM7R, FLJ14623"	
PLXN1	"symbol withdrawn, see [HGNC:9099](/data/gene-symbol-report/#!/hgnc_id/HGNC:9099)"	Symbol Withdrawn		
PLXN2	"symbol withdrawn, see [HGNC:9100](/data/gene-symbol-report/#!/hgnc_id/HGNC:9100)"	Symbol Withdrawn		
PLXN4	"symbol withdrawn, see [HGNC:9101](/data/gene-symbol-report/#!/hgnc_id/HGNC:9101)"	Symbol Withdrawn		
PLXN5	"symbol withdrawn, see [HGNC:9103](/data/gene-symbol-report/#!/hgnc_id/HGNC:9103)"	Symbol Withdrawn		
PLXN6	"symbol withdrawn, see [HGNC:9105](/data/gene-symbol-report/#!/hgnc_id/HGNC:9105)"	Symbol Withdrawn		
PLXNA1	plexin A1	Approved	NOV	IPT domain containing|Plexins
PLXNA2	plexin A2	Approved	"OCT, FLJ11751, FLJ30634, KIAA0463"	Plexins|IPT domain containing
PLXNA3	plexin A3	Approved	"SEX, XAP-6, 6.3, Plxn3"	IPT domain containing|Plexins
PLXNA4	plexin A4	Approved	"KIAA1550, DKFZp434G0625PRO34003, FAYV2820"	Plexins|IPT domain containing
PLXNA4B	"symbol withdrawn, see [HGNC:9102](/data/gene-symbol-report/#!/hgnc_id/HGNC:9102)"	Symbol Withdrawn	"DKFZp434G0625PRO34003, FAYV2820"	
PLXNB1	plexin B1	Approved	"SEP, KIAA0407"	IPT domain containing|Plexins
PLXNB2	plexin B2	Approved	"MM1, KIAA0315, PLEXB2"	Plexins|IPT domain containing
PLXNB3	plexin B3	Approved	"PLEXR, PLEXB3"	IPT domain containing|Plexins
PLXNC1	plexin C1	Approved	"VESPR, CD232"	Plexins|IPT domain containing|CD molecules
PLXND1	plexin D1	Approved	KIAA0620	IPT domain containing|Plexins
PM20D1	peptidase M20 domain containing 1	Approved	"FLJ32569, Cps1"	
PM20D2	peptidase M20 domain containing 2	Approved	bA63L7.3	
PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	Approved	"APR, NOXA"	BCL2 homology region 3 (BH3) only
PMCH	pro-melanin concentrating hormone	Approved	MCH	Neuropeptides
PMCHL1	pro-melanin concentrating hormone like 1 (pseudogene)	Approved		
PMCHL2	pro-melanin concentrating hormone like 2 (pseudogene)	Approved		
PMEL	premelanosome protein	Approved	"D12S53E, SI, Pmel17, gp100"	
PMEPA1	"prostate transmembrane protein, androgen induced 1"	Approved	STAG1	
PMF1	polyamine modulated factor 1	Approved		MIS12 kinetochore complex
PMF1-BGLAP	PMF1-BGLAP readthrough	Approved		
PMFBP1	polyamine modulated factor 1 binding protein 1	Approved		
PMIS2	PMIS2 transmembrane protein	Approved	IFITMD9	interferon induced transmembrane protein domain containing
PML	PML nuclear body scaffold	Approved	"MYL, TRIM19, RNF71"	Tripartite motif containing|Ring finger proteins
PMM1	phosphomannomutase 1	Approved	Sec53	HAD Asp-based non-protein phosphatases
PMM2	phosphomannomutase 2	Approved	"CDGS, CDG1a, PMI, PMI1"	HAD Asp-based non-protein phosphatases
PMM2P1	phosphomannomutase 2 pseudogene 1	Approved		
PMM2P2	phosphomannomutase 2 pseudogene 2	Approved		
PMP2	peripheral myelin protein 2	Approved	"MP2, FABP8, M-FABP"	Fatty acid binding protein family
PMP22	peripheral myelin protein 22	Approved	"HNPP, GAS3, Sp110, HMSNIA"	MicroRNA protein coding host genes
PMPCA	"peptidase, mitochondrial processing subunit alpha"	Approved	"KIAA0123, Alpha-MPP"	M16 metallopeptidases
PMPCAP1	PMPCA pseudogene 1	Approved		
PMPCB	"peptidase, mitochondrial processing subunit beta"	Approved	"MPPB, MPPP52"	M16 metallopeptidases
PMPS	Pearson marrow pancreas syndrome	Entry Withdrawn		
PMS1	"PMS1 homolog 1, mismatch repair system component"	Approved	MLH2	MutL homologs
PMS2	"PMS1 homolog 2, mismatch repair system component"	Approved	"H_DJ0042M02.9, HNPCC4, MLH4"	MutL homologs
PMS2CL	PMS2 C-terminal like pseudogene	Approved	PMS2P13	
PMS2L6	"symbol withdrawn, see [HGNC:9123](/data/gene-symbol-report/#!/hgnc_id/HGNC:9123)"	Symbol Withdrawn	PMS8	
PMS2L7	"symbol withdrawn, see [HGNC:9123](/data/gene-symbol-report/#!/hgnc_id/HGNC:9123)"	Symbol Withdrawn	PMSR1	
PMS2L8	"symbol withdrawn, see [HGNC:9123](/data/gene-symbol-report/#!/hgnc_id/HGNC:9123)"	Symbol Withdrawn	PMSR2	
PMS2L9	"symbol withdrawn, see [HGNC:9128](/data/gene-symbol-report/#!/hgnc_id/HGNC:9128)"	Symbol Withdrawn	PMSR3	
PMS2LP2	"symbol withdrawn, see [HGNC:33515](/data/gene-symbol-report/#!/hgnc_id/HGNC:33515)"	Symbol Withdrawn	PMSR7	
PMS2P1	"PMS1 homolog 2, mismatch repair system component pseudogene 1"	Approved	"PMS3, PMS8, PMS2L13, PMSR2, PMSR1"	
PMS2P2	"PMS1 homolog 2, mismatch repair system component pseudogene 2"	Approved	PMS4	
PMS2P3	"PMS1 homolog 2, mismatch repair system component pseudogene 3"	Approved	"PMS5, PMSR3"	
PMS2P4	"PMS1 homolog 2, mismatch repair system component pseudogene 4"	Approved	PMS6	
PMS2P5	"PMS1 homolog 2, mismatch repair system component pseudogene 5"	Approved	"PMS7, MGC34222"	
PMS2P6	"PMS1 homolog 2, mismatch repair system component pseudogene 6"	Approved		
PMS2P7	"PMS1 homolog 2, mismatch repair system component pseudogene 7"	Approved	PMSR7	
PMS2P8	"PMS1 homolog 2, mismatch repair system component pseudogene 8"	Approved		
PMS2P9	"PMS1 homolog 2, mismatch repair system component pseudogene 9"	Approved	PMSR5	
PMS2P10	"PMS1 homolog 2, mismatch repair system component pseudogene 10"	Approved	PMSR4	
PMS2P11	"PMS1 homolog 2, mismatch repair system component pseudogene 11"	Approved	PMSR6	
PMS2P12	"PMS1 homolog 2, mismatch repair system component pseudogene 12"	Approved	PMSL12	
PMSL1	"symbol withdrawn, see [HGNC:9121](/data/gene-symbol-report/#!/hgnc_id/HGNC:9121)"	Symbol Withdrawn		
PMSL2	"symbol withdrawn, see [HGNC:9122](/data/gene-symbol-report/#!/hgnc_id/HGNC:9122)"	Symbol Withdrawn		
PMVK	phosphomevalonate kinase	Approved	"PMK, PMKA, HUMPMKI"	
PNCK	pregnancy up-regulated nonubiquitous CaM kinase	Approved	"MGC45419, CaMK1b"	Calmodulin dependent protein kinases
PND	"symbol withdrawn, see [HGNC:7939](/data/gene-symbol-report/#!/hgnc_id/HGNC:7939)"	Symbol Withdrawn		
PNI1	protein spot NC22 in 2-D gels 50kDa	Entry Withdrawn		
PNI2	protein spot in 2-D gels 33kDa	Entry Withdrawn		
PNIA1	protein spot in 2-D gels 40kDa	Entry Withdrawn		
PNIA2	protein spot in 2-D gels 73kDa	Entry Withdrawn		
PNIA3	protein spot in 2-D gels 30kDa	Entry Withdrawn		
PNIA4	protein spot in 2-D gels 70kDa	Entry Withdrawn		
PNIA5	protein spot in 2-D gels 77kDa	Entry Withdrawn		
PNIA6	protein spot in 2-D gels 32kDa	Entry Withdrawn		
PNISR	PNN interacting serine and arginine rich protein	Approved	"FLJ14752, bA98I9.2, DKFZp564B0769, SRrp130"	
PNKD	PNKD metallo-beta-lactamase domain containing	Approved	"DYT8, PDC, DKFZp564N1362, FPD1, MR-1, BRP17, FKSG19, TAHCCP2, KIAA1184, KIPP1184, MGC31943, PKND1, MR-1S"	MicroRNA protein coding host genes|Mitochondrial respiratory chain complex assembly factors
PNKDP1	PNKD pseudogene 1	Approved		
PNKP	polynucleotide kinase 3'-phosphatase	Approved	PNK	HAD Asp-based non-protein phosphatases
PNLDC1	"PARN like, ribonuclease domain containing 1"	Approved	"FLJ40240, dJ195P10.2"	
PNLIP	pancreatic lipase	Approved	PL	Lipases
PNLIPP1	pancreatic lipase pseudogene 1	Approved		
PNLIPRP1	pancreatic lipase related protein 1	Approved	PLRP1	
PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene)	Approved	PLRP2	Lipases
PNLIPRP3	pancreatic lipase related protein 3	Approved		Lipases
PNMA1	PNMA family member 1	Approved	MA1	Paraneoplastic Ma antigens
PNMA2	PNMA family member 2	Approved	"MA2, RGAG2"	Paraneoplastic Ma antigens
PNMA3	PNMA family member 3	Approved	"MA5, MA3, MGC132756, MGC132758"	Paraneoplastic Ma antigens
PNMA5	PNMA family member 5	Approved	KIAA1934	Paraneoplastic Ma antigens
PNMA6A	PNMA family member 6A	Approved	MGC15827	Paraneoplastic Ma antigens
PNMA6B	PNMA family member 6B (pseudogene)	Approved		Paraneoplastic Ma antigens
PNMA6C	"symbol withdrawn, see [HGNC:28248](/data/gene-symbol-report/#!/hgnc_id/HGNC:28248)"	Symbol Withdrawn		
PNMA6D	"symbol withdrawn, see [HGNC:26681](/data/gene-symbol-report/#!/hgnc_id/HGNC:26681)"	Symbol Withdrawn		
PNMA6E	PNMA family member 6E	Approved		Paraneoplastic Ma antigens
PNMA6F	PNMA family member 6F	Approved	PNMA6BL	Paraneoplastic Ma antigens
PNMA8A	PNMA family member 8A	Approved	"KIAA1183L, FLJ10781"	Paraneoplastic Ma antigens
PNMA8B	PNMA family member 8B	Approved	KIAA1183	Paraneoplastic Ma antigens
PNMA8C	PNMA family member 8C	Approved		Paraneoplastic Ma antigens
PNMT	phenylethanolamine N-methyltransferase	Approved		Seven-beta-strand methyltransferase motif containing
PNMTP1	phenylethanolamine N-methyltransferase pseudogene 1	Entry Withdrawn		
PNN	"pinin, desmosome associated protein"	Approved	memA	
PNO1	partner of NOB1 homolog	Approved	RRP20	
PNOC	prepronociceptin	Approved	"PPNOC, N/OFQ, NOP"	Neuropeptides
PNP	purine nucleoside phosphorylase	Approved	PUNP	
PNPLA1	patatin like phospholipase domain containing 1	Approved	"FLJ38755, dJ50J22.1"	Patatin like phospholipase domain containing
PNPLA2	patatin like phospholipase domain containing 2	Approved	"desnutrin, TTS-2.2, ATGL, FP17548, iPLA2zeta"	Lipases|Patatin like phospholipase domain containing
PNPLA3	patatin like phospholipase domain containing 3	Approved	"dJ796I17.1, FLJ22012, adiponutrin, iPLA2epsilon"	Patatin like phospholipase domain containing|Lipases
PNPLA4	patatin like phospholipase domain containing 4	Approved	"DXS1283E, GS2, iPLA2eta"	Patatin like phospholipase domain containing
PNPLA4P1	patatin like phospholipase domain containing 4 pseudogene 1	Approved		
PNPLA5	patatin like phospholipase domain containing 5	Approved	"dJ388M5.4, GS2L"	Patatin like phospholipase domain containing
PNPLA6	patatin like phospholipase domain containing 6	Approved	"NTE, sws, iPLA2delta, SPG39"	Patatin like phospholipase domain containing
PNPLA7	patatin like phospholipase domain containing 7	Approved	"FLJ43070, FLJ31318, FLJ44279, RP11-48C7.2, NTEL1, NTE-R1"	Patatin like phospholipase domain containing
PNPLA8	patatin like phospholipase domain containing 8	Approved	"IPLA2G, IPLA2-2, iPLA2gamma"	Patatin like phospholipase domain containing
PNPLA10P	patatin like phospholipase domain containing 10 pseudogene	Approved		Patatin like phospholipase domain containing
PNPO	pyridoxamine 5'-phosphate oxidase	Approved	PDXPO	
PNPP1	PNP pseudogene 1	Approved		
PNPT1	polyribonucleotide nucleotidyltransferase 1	Approved	"PNPase, OLD35, old-35"	
PNPT1P1	polyribonucleotide nucleotidyltransferase 1 pseudogene 1	Approved		
PNPT1P2	polyribonucleotide nucleotidyltransferase 1 pseudogene 2	Approved		
PNRC1	proline rich nuclear receptor coactivator 1	Approved	"B4-2, PRR2"	
PNRC2	proline rich nuclear receptor coactivator 2	Approved		
PNRC2P1	proline rich nuclear receptor coactivator 2 pseudogene 1	Approved		
PNY1	protein spot in 2-D gels 82kDa	Entry Withdrawn		
PNY2	protein spot in 2-D gels 82kDa	Entry Withdrawn		
PNY3	protein spot in 2-D gels 33kDa	Entry Withdrawn		
PNY4	protein spot in 2-D gels 72kDa	Entry Withdrawn		
PNY5	protein spot in 2-D gels 40kDa	Entry Withdrawn		
POC1A	POC1 centriolar protein A	Approved	DKFZP434C245	WD repeat domain containing
POC1B	POC1 centriolar protein B	Approved	"TUWD12, FLJ14923"	WD repeat domain containing
POC1B-AS1	POC1B antisense RNA 1	Approved	RP11-734K2.4	Antisense RNAs
POC1B-GALNT4	POC1B-GALNT4 readthrough	Approved		
POC5	POC5 centriolar protein	Approved	"FLJ35779, MGC120442, MGC120443, MGC120444, hPOC5"	
PODN	podocan	Approved	"PCAN, PODOCAN, MGC24995, SLRR5A"	Small leucine rich repeat proteoglycans
PODNL1	podocan like 1	Approved	"FLJ23447, SLRR5B"	
PODXL	podocalyxin like	Approved	"PCLP, Gp200, PC"	
PODXL2	podocalyxin like 2	Approved	"PODLX2, endoglycan"	
POF1	"symbol withdrawn, see [HGNC:3775](/data/gene-symbol-report/#!/hgnc_id/HGNC:3775)"	Symbol Withdrawn		
POF1B	POF1B actin binding protein	Approved	"POF, FLJ22792"	
POFUT1	protein O-fucosyltransferase 1	Approved	"O-FUT, O-Fuc-T, KIAA0180, FUT12"	Fucosyltransferases|MicroRNA protein coding host genes
POFUT2	protein O-fucosyltransferase 2	Approved	"KIAA0958, FUT13"	Fucosyltransferases
POGK	pogo transposable element derived with KRAB domain	Approved	"KIAA15131, LST003, BASS2, KRBOX2"	DNA transposon derived genes|Helix-turn-helix CENPB type domain containing
POGLUT1	protein O-glucosyltransferase 1	Approved	"MDS010, MGC32995, 9630046K23Rik, MDSRP, hCLP46, KDELCL1, Rumi"	Glycosyltransferase family 90
POGLUT2	protein O-glucosyltransferase 2	Approved	"MGC5302, EP58"	Glycosyltransferase family 90
POGLUT3	protein O-glucosyltransferase 3	Approved	MGC33424	Glycosyltransferase family 90
POGZ	pogo transposable element derived with ZNF domain	Approved	"KIAA0461, ZNF635, ZNF280E"	Helix-turn-helix CENPB type domain containing|DNA transposon derived genes
POLA1	"DNA polymerase alpha 1, catalytic subunit"	Approved	p180	DNA polymerases
POLA2	"DNA polymerase alpha 2, accessory subunit"	Approved	FLJ21662	DNA polymerases
POLB	DNA polymerase beta	Approved		DNA polymerases
POLD1	"DNA polymerase delta 1, catalytic subunit"	Approved	CDC2	DNA polymerases
POLD2	"DNA polymerase delta 2, accessory subunit"	Approved		DNA polymerases
POLD2P1	"DNA polymerase delta 2, accessory subunit pseudogene 1"	Approved		
POLD3	"DNA polymerase delta 3, accessory subunit"	Approved	"P66, KIAA0039, P68, PPP1R128"	Protein phosphatase 1 regulatory subunits|DNA polymerases
POLD4	"DNA polymerase delta 4, accessory subunit"	Approved	"p12, POLDS"	DNA polymerases
POLDIP2	DNA polymerase delta interacting protein 2	Approved	"PDIP38, DKFZP586F1524"	
POLDIP3	DNA polymerase delta interacting protein 3	Approved	"PDIP46, KIAA1649, SKAR, PDIP3"	RNA binding motif containing
POLE	"DNA polymerase epsilon, catalytic subunit"	Approved	POLE1	DNA polymerases
POLE2	"DNA polymerase epsilon 2, accessory subunit"	Approved	DPE2	DNA polymerases
POLE3	"DNA polymerase epsilon 3, accessory subunit"	Approved	"CHRAC17, Ybl1, p17, CHARAC17, CHRAC2"	Chromatin accessibility complex|ATAC complex|DNA polymerases
POLE4	"DNA polymerase epsilon 4, accessory subunit"	Approved	p12	DNA polymerases
POLG	"DNA polymerase gamma, catalytic subunit"	Approved	"POLG1, POLGA"	DNA polymerases|MicroRNA protein coding host genes
POLG2	"DNA polymerase gamma 2, accessory subunit"	Approved	"MTPOLB, HP55"	DNA polymerases
POLH	DNA polymerase eta	Approved	"RAD30A, XP-V"	DNA polymerases|Xeroderma pigmentosum complementation groups
